areaType,areaName,areaCode,date,newCasesByPublishDate,cumCasesByPublishDate
nation,Wales,W92000004,31/07/2020,26,17258
nation,Wales,W92000004,30/07/2020,9,17232
nation,Wales,W92000004,29/07/2020,32,17223
nation,Wales,W92000004,28/07/2020,21,17191
nation,Wales,W92000004,27/07/2020,45,17170
nation,Wales,W92000004,26/07/2020,22,17125
nation,Wales,W92000004,25/07/2020,30,17105
nation,Wales,W92000004,24/07/2020,45,17075
nation,Wales,W92000004,23/07/2020,43,17030
nation,Wales,W92000004,22/07/2020,22,16987
nation,Wales,W92000004,21/07/2020,22,16965
nation,Wales,W92000004,20/07/2020,15,16943
nation,Wales,W92000004,19/07/2020,31,16928
nation,Wales,W92000004,18/07/2020,10,16897
nation,Wales,W92000004,17/07/2020,16,16887
nation,Wales,W92000004,16/07/2020,18,16871
nation,Wales,W92000004,15/07/2020,18,16854
nation,Wales,W92000004,14/07/2020,21,16836
nation,Wales,W92000004,13/07/2020,11,15973
nation,Wales,W92000004,12/07/2020,16,15962
nation,Wales,W92000004,11/07/2020,7,15946
nation,Wales,W92000004,10/07/2020,10,15939
nation,Wales,W92000004,09/07/2020,16,15929
nation,Wales,W92000004,08/07/2020,13,15913
nation,Wales,W92000004,07/07/2020,2,15900
nation,Wales,W92000004,06/07/2020,8,15898
nation,Wales,W92000004,05/07/2020,15,15890
nation,Wales,W92000004,04/07/2020,34,15875
nation,Wales,W92000004,03/07/2020,26,15841
nation,Wales,W92000004,02/07/2020,41,15815
nation,Wales,W92000004,01/07/2020,32,15775
nation,Wales,W92000004,30/06/2020,26,15743
nation,Wales,W92000004,29/06/2020,116,15717
nation,Wales,W92000004,28/06/2020,25,15602
nation,Wales,W92000004,27/06/2020,46,15577
nation,Wales,W92000004,26/06/2020,65,15531
nation,Wales,W92000004,25/06/2020,125,15466
nation,Wales,W92000004,24/06/2020,47,15341
nation,Wales,W92000004,23/06/2020,51,15295
nation,Wales,W92000004,22/06/2020,71,15197
nation,Wales,W92000004,21/06/2020,100,15126
nation,Wales,W92000004,20/06/2020,25,15026
nation,Wales,W92000004,19/06/2020,31,15001
nation,Wales,W92000004,18/06/2020,48,14970
nation,Wales,W92000004,17/06/2020,53,14922
nation,Wales,W92000004,16/06/2020,65,14869
nation,Wales,W92000004,15/06/2020,62,14804
nation,Wales,W92000004,14/06/2020,39,14742
nation,Wales,W92000004,13/06/2020,45,14703
nation,Wales,W92000004,12/06/2020,77,14658
nation,Wales,W92000004,11/06/2020,63,14581
nation,Wales,W92000004,10/06/2020,38,14518
nation,Wales,W92000004,09/06/2020,42,14480
nation,Wales,W92000004,08/06/2020,42,14438
nation,Wales,W92000004,07/06/2020,40,14396
nation,Wales,W92000004,06/06/2020,42,14356
nation,Wales,W92000004,05/06/2020,76,14314
nation,Wales,W92000004,04/06/2020,35,14238
nation,Wales,W92000004,03/06/2020,82,14203
nation,Wales,W92000004,02/06/2020,67,14121
nation,Wales,W92000004,01/06/2020,59,14054
nation,Wales,W92000004,31/05/2020,82,13995
nation,Wales,W92000004,30/05/2020,86,13913
nation,Wales,W92000004,29/05/2020,102,13827
nation,Wales,W92000004,28/05/2020,72,13725
nation,Wales,W92000004,27/05/2020,97,13653
nation,Wales,W92000004,26/05/2020,141,13556
nation,Wales,W92000004,25/05/2020,106,13415
nation,Wales,W92000004,24/05/2020,140,13309
nation,Wales,W92000004,23/05/2020,185,13169
nation,Wales,W92000004,22/05/2020,138,12984
nation,Wales,W92000004,21/05/2020,166,12846
nation,Wales,W92000004,20/05/2020,110,12680
nation,Wales,W92000004,19/05/2020,166,12570
nation,Wales,W92000004,18/05/2020,101,12404
nation,Wales,W92000004,17/05/2020,162,12304
nation,Wales,W92000004,16/05/2020,183,12142
nation,Wales,W92000004,15/05/2020,126,11960
nation,Wales,W92000004,14/05/2020,128,11834
nation,Wales,W92000004,13/05/2020,133,11706
nation,Wales,W92000004,12/05/2020,105,11573
nation,Wales,W92000004,11/05/2020,124,11468
nation,Wales,W92000004,10/05/2020,223,11344
nation,Wales,W92000004,09/05/2020,118,11121
nation,Wales,W92000004,08/05/2020,152,11003
nation,Wales,W92000004,07/05/2020,87,10851
nation,Wales,W92000004,06/05/2020,95,10764
nation,Wales,W92000004,05/05/2020,145,10669
nation,Wales,W92000004,04/05/2020,195,10524
nation,Wales,W92000004,03/05/2020,174,10329
nation,Wales,W92000004,02/05/2020,183,10155
nation,Wales,W92000004,01/05/2020,160,9972
nation,Wales,W92000004,30/04/2020,183,9812
nation,Wales,W92000004,29/04/2020,117,9629
nation,Wales,W92000004,28/04/2020,232,9512
nation,Wales,W92000004,27/04/2020,203,9280
nation,Wales,W92000004,26/04/2020,178,9078
nation,Wales,W92000004,25/04/2020,299,8900
nation,Wales,W92000004,24/04/2020,243,8601
nation,Wales,W92000004,23/04/2020,234,8358
nation,Wales,W92000004,22/04/2020,274,8124
nation,Wales,W92000004,21/04/2020,304,7850
nation,Wales,W92000004,20/04/2020,276,7546
nation,Wales,W92000004,19/04/2020,334,7270
nation,Wales,W92000004,18/04/2020,292,6936
nation,Wales,W92000004,17/04/2020,244,6645
nation,Wales,W92000004,16/04/2020,284,6401
nation,Wales,W92000004,15/04/2020,272,6118
nation,Wales,W92000004,14/04/2020,238,5848
nation,Wales,W92000004,13/04/2020,313,5610
nation,Wales,W92000004,12/04/2020,367,5297
nation,Wales,W92000004,11/04/2020,340,4930
nation,Wales,W92000004,10/04/2020,502,4591
nation,Wales,W92000004,09/04/2020,16,4089
nation,Wales,W92000004,08/04/2020,283,4073
nation,Wales,W92000004,07/04/2020,291,3790
nation,Wales,W92000004,06/04/2020,302,3499
nation,Wales,W92000004,05/04/2020,344,3197
nation,Wales,W92000004,04/04/2020,387,2853
nation,Wales,W92000004,03/04/2020,345,2466
nation,Wales,W92000004,02/04/2020,284,2121
nation,Wales,W92000004,01/04/2020,274,1837
nation,Wales,W92000004,31/03/2020,112,1563
nation,Wales,W92000004,30/03/2020,210,1451
nation,Wales,W92000004,29/03/2020,148,1241
nation,Wales,W92000004,28/03/2020,172,1093
nation,Wales,W92000004,27/03/2020,180,921
nation,Wales,W92000004,26/03/2020,113,741
nation,Wales,W92000004,25/03/2020,150,628
nation,Wales,W92000004,24/03/2020,60,478
nation,Wales,W92000004,23/03/2020,71,418
nation,Wales,W92000004,22/03/2020,67,347
nation,Wales,W92000004,21/03/2020,89,280
nation,Wales,W92000004,20/03/2020,21,191
nation,Wales,W92000004,19/03/2020,21,170
nation,Wales,W92000004,18/03/2020,13,149
nation,Wales,W92000004,17/03/2020,12,136
nation,Wales,W92000004,16/03/2020,30,124
nation,Wales,W92000004,15/03/2020,34,94
nation,Wales,W92000004,14/03/2020,22,60
nation,Wales,W92000004,13/03/2020,13,38
nation,Wales,W92000004,12/03/2020,10,25
nation,Wales,W92000004,11/03/2020,9,15
nation,Wales,W92000004,10/03/2020,2,6
nation,Wales,W92000004,09/03/2020,2,4
nation,Wales,W92000004,08/03/2020,0,2
nation,Wales,W92000004,07/03/2020,0,2
nation,Wales,W92000004,06/03/2020,0,2
nation,Wales,W92000004,05/03/2020,1,2
nation,Wales,W92000004,04/03/2020,0,1
nation,Wales,W92000004,03/03/2020,0,1
nation,Wales,W92000004,02/03/2020,0,1
nation,Wales,W92000004,01/03/2020,0,1
nation,Wales,W92000004,29/02/2020,0,1
nation,Wales,W92000004,28/02/2020,1,1
nation,Wales,W92000004,27/02/2020,0,
nation,Wales,W92000004,26/02/2020,0,
nation,Wales,W92000004,25/02/2020,0,
nation,Wales,W92000004,24/02/2020,0,
nation,Wales,W92000004,23/02/2020,0,
nation,Wales,W92000004,22/02/2020,0,
nation,Wales,W92000004,21/02/2020,0,
nation,Wales,W92000004,20/02/2020,0,
nation,Wales,W92000004,19/02/2020,0,
nation,Wales,W92000004,18/02/2020,0,
nation,Wales,W92000004,17/02/2020,0,
nation,Wales,W92000004,16/02/2020,0,
nation,Wales,W92000004,15/02/2020,0,
nation,Wales,W92000004,14/02/2020,0,
nation,Wales,W92000004,13/02/2020,0,
nation,Wales,W92000004,12/02/2020,0,
nation,Wales,W92000004,11/02/2020,0,
nation,Wales,W92000004,10/02/2020,0,
nation,Wales,W92000004,09/02/2020,0,
nation,Wales,W92000004,08/02/2020,0,
nation,Wales,W92000004,07/02/2020,0,
nation,Wales,W92000004,06/02/2020,0,
nation,Wales,W92000004,05/02/2020,0,
nation,Wales,W92000004,04/02/2020,0,
nation,Wales,W92000004,03/02/2020,0,
nation,Wales,W92000004,02/02/2020,0,
nation,Wales,W92000004,01/02/2020,0,
nation,Wales,W92000004,31/01/2020,0,
nation,Wales,W92000004,30/01/2020,0,
nation,Wales,W92000004,29/01/2020,0,
nation,Wales,W92000004,28/01/2020,0,
nation,Wales,W92000004,27/01/2020,0,
nation,Wales,W92000004,26/01/2020,0,
nation,Wales,W92000004,25/01/2020,0,
nation,Wales,W92000004,24/01/2020,0,
nation,Wales,W92000004,23/01/2020,0,
nation,Wales,W92000004,22/01/2020,0,
nation,Wales,W92000004,21/01/2020,0,
nation,Wales,W92000004,20/01/2020,0,
nation,Wales,W92000004,19/01/2020,0,
nation,Wales,W92000004,18/01/2020,0,
nation,Wales,W92000004,17/01/2020,0,
nation,Wales,W92000004,16/01/2020,0,
nation,Wales,W92000004,15/01/2020,0,
nation,Wales,W92000004,14/01/2020,0,
nation,Wales,W92000004,13/01/2020,0,
nation,Wales,W92000004,12/01/2020,0,
nation,Wales,W92000004,11/01/2020,0,
nation,Wales,W92000004,10/01/2020,0,
nation,Wales,W92000004,09/01/2020,0,
nation,Wales,W92000004,08/01/2020,0,
nation,Wales,W92000004,07/01/2020,0,
nation,Wales,W92000004,06/01/2020,0,
nation,Wales,W92000004,05/01/2020,0,
nation,Wales,W92000004,04/01/2020,0,
nation,Wales,W92000004,03/01/2020,0,
